mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_model__hidden_units1,param_model__hidden_units2,param_model__learning_rate,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model
0.6519811948140463,0.18345506761126365,0.04350733757019043,0.0004907032399370287,32,5,512,256,0.001,rmsprop,"{'batch_size': 32, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 256, 'model__learning_rate': 0.001, 'optimizer': 'rmsprop'}",0.14285714285714285,0.0,0.16666666666666666,0.10317460317460318,0.07360014678964844,13,mlp
0.5191173553466797,0.03538288069515127,0.0432896614074707,0.0017539134173968737,64,5,256,128,0.01,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 128, 'model__learning_rate': 0.01, 'optimizer': 'adam'}",0.14285714285714285,0.14285714285714285,0.16666666666666666,0.15079365079365079,0.01122391716169123,1,mlp
0.4916125138600667,0.004789651029617237,0.04459547996520996,0.0027535571210408998,64,5,256,128,0.01,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 128, 'model__learning_rate': 0.01, 'optimizer': 'rmsprop'}",0.14285714285714285,0.14285714285714285,0.16666666666666666,0.15079365079365079,0.01122391716169123,1,mlp
0.49710893630981445,0.01533502836394617,0.04186828931172689,0.0010139244927994473,64,5,256,128,0.001,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 128, 'model__learning_rate': 0.001, 'optimizer': 'adam'}",0.14285714285714285,0.14285714285714285,0.0,0.09523809523809523,0.06734350297014738,21,mlp
0.4820067087809245,0.0002965145921331232,0.04145630200703939,0.00043137673515999134,64,5,256,128,0.001,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 128, 'model__learning_rate': 0.001, 'optimizer': 'rmsprop'}",0.14285714285714285,0.14285714285714285,0.0,0.09523809523809523,0.06734350297014738,21,mlp
0.6005280017852783,0.1470975207403157,0.04419231414794922,0.0016385217239962447,64,5,256,256,0.01,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 256, 'model__learning_rate': 0.01, 'optimizer': 'adam'}",0.14285714285714285,0.0,0.16666666666666666,0.10317460317460318,0.07360014678964844,13,mlp
0.5364085833231608,0.047379982897943665,0.043219963709513344,0.00155050557796685,64,5,256,256,0.01,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 256, 'model__learning_rate': 0.01, 'optimizer': 'rmsprop'}",0.14285714285714285,0.0,0.16666666666666666,0.10317460317460318,0.07360014678964844,13,mlp
0.4966881275177002,0.012673684986732301,0.04375751813252767,0.0016678281090432088,64,5,256,256,0.001,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 256, 'model__learning_rate': 0.001, 'optimizer': 'adam'}",0.14285714285714285,0.0,0.0,0.047619047619047616,0.06734350297014738,29,mlp
0.49961241086324054,0.004319237941844973,0.04305736223856608,0.0012559092422757124,64,5,256,256,0.001,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 256, 'model__hidden_units2': 256, 'model__learning_rate': 0.001, 'optimizer': 'rmsprop'}",0.14285714285714285,0.0,0.0,0.047619047619047616,0.06734350297014738,29,mlp
0.5370428562164307,0.019071170094041485,0.04632862408955892,0.00439692478848666,64,5,512,128,0.01,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 128, 'model__learning_rate': 0.01, 'optimizer': 'adam'}",0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.11664236870396086,9,mlp
0.492098331451416,0.0007248855152568533,0.042429049809773765,0.0004123684111129019,64,5,512,128,0.01,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 128, 'model__learning_rate': 0.01, 'optimizer': 'rmsprop'}",0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.11664236870396086,9,mlp
0.6376290321350098,0.19571794246438873,0.04448064168294271,0.0015384714785713087,64,5,512,128,0.001,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 128, 'model__learning_rate': 0.001, 'optimizer': 'adam'}",0.14285714285714285,0.14285714285714285,0.0,0.09523809523809523,0.06734350297014738,21,mlp
0.5242648919423422,0.009813989877178861,0.0439156691233317,0.0010314372841722333,64,5,512,128,0.001,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 128, 'model__learning_rate': 0.001, 'optimizer': 'rmsprop'}",0.14285714285714285,0.14285714285714285,0.0,0.09523809523809523,0.06734350297014738,21,mlp
0.512923002243042,0.013316778280077143,0.04504656791687012,0.002043665094277047,64,5,512,256,0.01,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 256, 'model__learning_rate': 0.01, 'optimizer': 'adam'}",0.14285714285714285,0.14285714285714285,0.16666666666666666,0.15079365079365079,0.01122391716169123,1,mlp
0.5084005196889242,0.007775688695039034,0.044106483459472656,0.0005084920373173221,64,5,512,256,0.01,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 256, 'model__learning_rate': 0.01, 'optimizer': 'rmsprop'}",0.14285714285714285,0.14285714285714285,0.16666666666666666,0.15079365079365079,0.01122391716169123,1,mlp
0.519661029179891,0.024826317534410756,0.042318264643351235,0.0004955602415601895,64,5,512,256,0.001,adam,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 256, 'model__learning_rate': 0.001, 'optimizer': 'adam'}",0.14285714285714285,0.0,0.16666666666666666,0.10317460317460318,0.07360014678964844,13,mlp
0.5159210364023844,0.0023994382732013993,0.04552626609802246,0.0014715787002533077,64,5,512,256,0.001,rmsprop,"{'batch_size': 64, 'epochs': 5, 'model__hidden_units1': 512, 'model__hidden_units2': 256, 'model__learning_rate': 0.001, 'optimizer': 'rmsprop'}",0.14285714285714285,0.0,0.16666666666666666,0.10317460317460318,0.07360014678964844,13,mlp
